Ref_Num,Paper_Authors,Variable_Number,PD_Species,Bird_Species,Bird_Category,Country,State_Province,Loc_Name,Tribal_Land,Habitat_Type,Habitat_Type_1,Habitat_Type_2,Habitat_Type_3,Habitat_Type_4,Lat,Long,Ref_Num_BCR,BCR,BCRNAME,Start_Year,End_Year,Study_Duration,Season,Months,Sampling_Period,Sampling_Period_1,Sampling_Period_2,Sampling_Period_3,Sampling_Period_4,Patch_Size_ha,Grazing_Regime,Fire_Regime,Mean_PD_Size,Total_PD_Size,Min_PD_Size,Max_PD_Size,Effect_Type,Survey_Type,Sampling_Scheme,Abundance_Variable,Abundance_Units,Abundance_Test,Alpha_Variable,Alpha_Units,Alpha_Test,Beta_Variable,Beta_Units,Beta_Test,Demo_Variable_1,Demo_Units_1,Demo_Test_1,Demo_Variable_2,Demo_Units_2,Demo_Test_2,Diet_Variable_1,Diet_Units_1,Diet_Test_1,Diet_Variable_2,Diet_Units_2,Diet_Test_2,Summary_Data,Sample_Size_Count,Sample_Size_Units,Variance,Effect_Size,Data_Text,Data_Figures,Data_Availability,Conclusions,Evidence_Strength,Hypothesis_1,Hypothesis_2,Hypothesis_3,Descriptive_only
57,Manzano-Fischer et al (2006),1,BTPD,"AMKE, APFA, ATFL, BAIS, BAEA, BANS, BARS, BEKI, BRSP, BHCO, BUOW, CACW, CASP, CCLO, CHME, CHRA, CHSP, CLSW, COHA, CBTH, DEJU, EABL, FEHA, FOSP, GOEA, GRSP, GHOW, HOLA, HOFI, INDO, KILL, LBWO, LARB, LASP, LENI, LOSH, LBCU, LUWA, MERL, MOPL, MODO, NOHA, NRWS, OSPR, PEFA, PRFA, RTHA, RWBL, ROWR, RLHA, SAVS, SAPH, SCQU, SEOW, SOSP, SPPI, SWHA, TBLO, TRSW, TUVU, VESP, VGSW, WEKI, WEME, WHIM, WFIB, WTKI, WTSW, YHBL, YRWA, ZTHA",General,MX,CHH,Janos Complex,No,Desert grassland,Desert grassland,NA,NA,NA,30.793397,-108.523049,57,34,SIERRA MADRE OCCIDENTAL,1994,2004,11,Year-round,Jan-Dec,Year-round,Breeding Season,Nonbreeding Season,Prebreeding Migration,Postbreeding Migration,"250,000",Cattle,Not specified (presumably suppressed),Not specified,Not specified,Not specified,Not specified,Occurrence,Point count,Continued surveys of the Janos Complex,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not calculating,Not calculating,Yes,No,Not mentioned,"The authors document the critical importance of the site to a host of resident and migratory grassland birds, including wintering MOPL and migrant LBCU. They also note the role of prairie dogs in maintaining grasslands overall by excluding mesquite shrubs and that poisoning of prairie dogs has led to loss of grasslands.",Weak,Supports,Supports,Supports,Yes
58,McTee et al,1,BTPD,"BBMA, AMCR, CORA, TUVU, NOHA, RTHA, SWHA, GOEA, BUOW",General,USA,MT,Montana (SE),No,"Shortgrass Prairie, Agriculture",Shortgrass Prairie,Agriculture,NA,NA,45.887045,-104.568466,58,17,BADLANDS AND PRAIRIES,2018,2018,1,Spring/Summer,June,Breeding Season,Breeding Season,NA,NA,NA,Multiple locations,Cattle,Not specified (presumably suppressed),Not specified,Not specified,Not specified,Not specified,Diet,Camera trap,Cameras placed at known carcasses of shot prairie dogs and ground squirrels,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,% carcasses visited,Percentage,NA,NA,NA,NA,NA,45,PD carcasses,Not calculating,Not calculating,Yes,No,Not mentioned,"Birds consumed 84% of carcasses. Ravens and magpies accounted for the largest percentages, but 6 raptor species visited carcasses of PDs and/or ground squirrels",Weak,NA,NA,Supports,Yes
59,Scott-Morales et al,1,MEPD,WOSP,General,MX,NLE,Northern Mexican Plateau,No,Desert grassland,Desert grassland,NA,NA,NA,24.83575,-100.680588,59,35,CHIHUAHUAN DESERT,2002,2005,4,Not specified,Not specified,Breeding Season,Breeding Season,NA,NA,NA,Multiple locations,Cattle and goats,Not specified (presumably suppressed),Not specified,Not specified,Not specified,Not specified,Occurrence,Incidental,Behavior observations while conducting other surveys,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,WOSP observations,Not calculating,Not calculating,Yes,No,Not mentioned,"Worthen's Sparrow inhabits shrub-grassland ecotones during the breeding season. Since Mexican Prairie Dogs play a large role in maintaining these grasslands, the authors note the association and the importance of MEPD in maintaining habitat for this species, at least in part of its range. ",Weak,Supports,NA,NA,Yes
60,Smith and Lomolino (2004),2,BTPD,"GOEA, FEHA, PRFA, NOHA, AMKE, HOLA, LOSH, AMPI, RLHA, WCSP, NOFL, BUOW, LBCU, SCQU, RTHA, KILL, SWHA, BHCO, TUVU, DICK, STFL, BARS, UPSA, LARB, LASP, WEKI, EAKI, GRSP, MODO, RWBL, CONI, NOMO, NOBO, CASP, RNEP, BUOR, WEME/EAME, CCLO/TBLO",General,USA,OK,OK Panhandle,No,Shortgrass Prairie,Shortgrass Prairie,NA,NA,NA,36.767261,-101.521963,60,18,SHORTGRASS PRAIRIE,1997,1999,3,"Spring/Summer, Fall",May-Aug; Nov-Dec,"Breeding, Postbreeding Migration",Breeding Season,Postbreeding Migration,NA,NA,Not specified,Cattle,Not specified (presumably suppressed),Not specified,Not specified,9,210,Occurrence,Transect,"12 paired sites (summer), 6 paired sites (fall)",NA,NA,NA,NA,NA,NA,Relative density,birds/km,Discriminant function analysis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not clear,Not clear,Not clear,Not clear,Not clear,Yes,No,Not mentioned,"1) Relative abundance/density of all birds was highest on prairie dog towns during the summer *and* fall, followed by fallow crop fields. 2) Species richness was highest on prairie dog towns during summer, followed by fallow crop fields; in fall, species richness was highest but not significantly different on prairie dog towns and rangelands. 3) PCA comparing different habitat types revealed that PD colonies support distinct avian assemblages even in their remnant state",Strong,NA,Supports,NA,No
60,Smith and Lomolino (2004),1,BTPD,"GOEA, FEHA, PRFA, NOHA, AMKE, HOLA, LOSH, AMPI, RLHA, WCSP, NOFL, BUOW, LBCU, SCQU, RTHA, KILL, SWHA, BHCO, TUVU, DICK, STFL, BARS, UPSA, LARB, LASP, WEKI, EAKI, GRSP, MODO, RWBL, CONI, NOMO, NOBO, CASP, RNEP, BUOR, WEME/EAME, CCLO/TBLO",General,USA,OK,OK Panhandle,No,Shortgrass Prairie,Shortgrass Prairie,NA,NA,NA,36.767261,-101.521963,60,18,SHORTGRASS PRAIRIE,1997,1999,3,"Spring/Summer, Fall",May-Aug; Nov-Dec,"Breeding, Postbreeding Migration",Breeding Season,Postbreeding Migration,NA,NA,Not specified,Cattle,Not specified (presumably suppressed),Not specified,Not specified,9,210,Occurrence,Transect,"12 paired sites (summer), 6 paired sites (fall)",Relative density,birds/km,Resampling program (chi-square),Mean species richness,# species,Paired t-test,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not clear,Not clear,Not clear,Not clear,Not clear,Yes,No,Not mentioned,"1) Relative abundance/density of all birds was highest on prairie dog towns during the summer *and* fall, followed by fallow crop fields. 2) Species richness was highest on prairie dog towns during summer, followed by fallow crop fields; in fall, species richness was highest but not significantly different on prairie dog towns and rangelands. 3) PCA comparing different habitat types revealed that PD colonies support distinct avian assemblages even in their remnant state",Strong,Supports,NA,NA,No
61,Winter et al (2003),1,BTPD,"KILL, LBCU, MOPL, MODO, BUOW, CONI, WEKI, HOLA, LARB, GRSP, DICK, RWBL, WEME, BHCO",General,USA,"KS, CO",Cimarron NG,No,Shortgrass Prairie,Shortgrass Prairie,NA,NA,NA,37.121467,-101.845448,61,18,SHORTGRASS PRAIRIE,1996,1997,2,Spring/Summer,May-June,Breeding Season,Breeding Season,NA,NA,NA,"43,700",Cattle,Not specified (presumably suppressed),41.49,Not specified,20,60,Occurrence,Transect,1 replicate/site/year,Relative abundance ,birds/km,Two-tailed Test,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Reported,13,sites,Not calculating,Not calculating,Yes,No,Not mentioned,"PD towns not more abundant or diverse than shortgrass prairie; specific birds: HOLA on PD towns; LARB, GRSP, & WEME on non-colonized grassland. PD effects are context-dependent w/ respect to climate, region, & other disturbance",Strong,Does not support,Does not support,NA,No
62,Tyler (1968),1,BTPD,"AMCR, AGPL, BASA, BAEA, BARS, BTGR, BRBL, BHCO, BBSA, BUOR, BUOW, CCLO, CHRA, CLSW, CONI, EAKI, EAME, EUST, FEHA, GOEA, HOLA, HOSP, KILL, LBWO, LALO, LARB, BAIS, LEPC, LOSH, LBCU, MIKI, MOPL, MODO, NOBO, NOFL, NOHA, NOMO, PRFA, RTHA, RWBL, ROPI, RLHA, SAVS, SCQU, STFL, SSHA, SNGO, SPPI, SWHA, TBLO, TUVU, UPSA, VESP, WEKI, WEME",General,USA,OK,Oklahoma (statewide),No,"Shortgrass Prairie, Mixed-grass Prairie",Shortgrass Prairie,Mixed-grass Prairie,NA,NA,35.333303,-98.810301,62,19,CENTRAL MIXED GRASS PRAIRIE,1966,1967,2,Year-round,Jan-Dec,Year-round,Breeding Season,Postbreeding Migration,Nonbreeding Season,Prebreeding Migration,"18,104,000",Cattle,Not specified (presumably suppressed),34,9522,Not specified,Not specified,Occurrence,Area search,Author comprehensively identifies known PD towns in OK and surveys them for different vertebrate taxa,Frequency,%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not clear,Not specified,observations,Not calculating,Not calculating,Yes,No,Not mentioned,"For each species, the author describes his sightings during his PD town surveys and makes an assessment of their frequency. He also summarizes historical observations in the context of prairie dogs to come to a conclusion about their ecological associations.",Weak,Supports,NA,Supports,Yes
64,Alverson and Dinsmore,1,BTPD,BUOW,BUOW,USA,MT,Phillips County,No,"Mixed-grass Prairie, Sagebrush Steppe",Mixed-grass Prairie,Sagebrush Steppe,NA,NA,47.779429,-108.198038,64,11,PRAIRIE POTHOLES,1995,2007,13,Spring/Summer,May-July,Breeding Season,Breeding Season,NA,NA,NA,"300,000",Cattle,Suppressed,27.9,Not specified,0 ha,246,Occurrence,Occupancy modeling,All PD towns searched >3 times/season,Presence/absence,Binary,Robust-design Occupancy Model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Reported,Not specified,PD colonies surveyed,Not calculating,Not calculating,Yes,No,Not mentioned,"PD town size was the most important factor for BUOW occupancy, with medium sized colonized being the most robust to extinction. Neither colony edge nor plague history were important variables in predicting BUOW occupancy of PD towns.",Moderate,NA,NA,Supports,No
65,Arrowood et al,1,"BTPD, GUPD",BUOW,BUOW,USA,NM,NM bootheel,No,Shortgrass Prairie,Shortgrass Prairie,NA,NA,NA,35.004214,-106.531351,65,34,SIERRA MADRE OCCIDENTAL,1998,1998,1,Spring/Summer,Not specified,Breeding Season,Breeding Season,NA,NA,NA,"130,000",No grazer,Not specified (presumably suppressed),Not specified,Not specified,Not specified,Not specified,Occurrence,General survey,Statewide survey effort,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not calculating,Not calculating,Yes,No,Not mentioned,The author describes how Burrowing Owls occupy GUPD towns on an air force base and BTPD towns in the NE part of NM,Weak,Supports,NA,NA,Yes
65,Arrowood et al,2,BTPD,BUOW,BUOW,USA,NM,Kirtland AFB,No,Shortgrass Prairie,Shortgrass Prairie,NA,NA,NA,31.556946,-108.832519,65,16,SOUTHERN ROCKIES/COLORADO PLATEAU,1998,1998,1,Spring/Summer,Not specified,Breeding Season,Breeding Season,NA,NA,NA,"31,519,400",Cattle,Not specified (presumably suppressed),Not specified,Not specified,Not specified,Not specified,Occurrence,Resurvey,BTPD reintroduction project,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not calculating,Not calculating,Yes,No,Not mentioned,The author describes how Burrowing Owls recolonized at several ranches where BTPD had been reintroduced but offers little detail,Moderate,Supports,NA,NA,No
66,"Ayma, GR; Kerstupp, AO; Duarte, AM; Velasco, AG; Rojas, JIG",1,MEPD,BUOW,BUOW,MX,"NLE, SLP",Northern Mexican Plateau,No,Desert grassland,Desert grassland,NA,NA,NA,24.802778,-100.662222,66,35,CHIHUAHUAN DESERT,2010,2011,2,Spring,Feb-Apr,Breeding Season,Breeding Season,NA,NA,NA,Not specified,Cattle and goats,Not specified (presumably suppressed),Not specified,"20,529",Not specified,Not specified,Occurrence,Transect,Line transect sampling,Relative density,birds/ha,DISTANCE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Reported,235,BUOW detections,Not calculating,Not calculating,Yes,No,Not mentioned,MEPD colonies in the region support robust populations of Burrowing Owls,Weak,Supports,NA,NA,No
67,"Brown, NL",1,"BTPD, GUPD",BUOW,BUOW,USA,AZ,Arizona (statewide),Yes,"Desert grassland, Shortgrass Prairie",Desert grassland,Shortgrass Prairie,NA,NA,35.198179,-110.440743,67,16,SOUTHERN ROCKIES/COLORADO PLATEAU,1890,2001,112,Year-round,Jan-Dec,Year-round,Year-round,NA,NA,NA,"29,525,300",Cattle,Not specified (presumably suppressed),Not specified,Not specified,Not specified,Not specified,Occurrence,Historical analysis,Analysis of historical records + mailed questionairre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,No,Not mentioned,The author found sources supporting BUOW occurrence on GUPD colonies in AZ presently and BTPD colonies in AZ before they were extirpated.,Weak,Supports,NA,NA,Yes
68,"Conway, CJ",1,"BTPD, MEPD, GUPD, WTPD, UTPD",BUOW,BUOW,USA,Regionwide,Regionwide (NA),Not clear,"Shortgrass Prairie, Mixed-grass Prairie, Sagebrush Steppe",Shortgrass Prairie,Mixed-grass Prairie,Sagebrush Steppe,NA,NA,NA,68,NA,CONTINENTAL,1996,2015,20,Summer,June-July,Breeding Season,Breeding Season,NA,NA,NA,NA,N/A (continental),Not specified (presumably suppressed),NA,NA,NA,NA,Occurrence,Trend analysis,BBS data,Relative abundance,birds/survey,Linear regression,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Reported,612,BBS Routes,Not calculating,Not calculating,Yes,Yes,Public data,"Black-tailed Prairie Dogs are the primary burrow provider for Burrowing Owls across 1/3 of their range (the most substantial burrow provider). Gunnison's Prairie Dogs are the next most important prairie dog, but they are the 5th most important burrow provider (5% of BUOW range). BUOW declines correspond most closely with declines of major burrow providers, including BTPD.",Strong,Supports,NA,NA,No
68,"Conway, CJ",2,"BTPD, MEPD, GUPD, WTPD, UTPD",BUOW,BUOW,USA,Regionwide,Regionwide (NA),Not clear,"Shortgrass Prairie, Mixed-grass Prairie, Sagebrush Steppe",Shortgrass Prairie,Mixed-grass Prairie,Sagebrush Steppe,NA,NA,NA,68,NA,CONTINENTAL,1996,2015,20,Summer,June-July,Breeding Season,Breeding Season,NA,NA,NA,NA,N/A (continental),Not specified (presumably suppressed),NA,NA,NA,NA,Occurrence,Trend analysis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Population trend,% change,Binary logistic regression,NA,NA,NA,NA,NA,NA,NA,NA,NA,Reported,612,BBS Routes,Not calculating,Not calculating,Yes,Yes,Public data,"Black-tailed Prairie Dogs are the primary burrow provider for Burrowing Owls across 1/3 of their range (the most substantial burrow provider). Gunnison's Prairie Dogs are the next most important prairie dog, but they are the 5th most important burrow provider (5% of BUOW range). BUOW declines correspond most closely with declines of major burrow providers, including BTPD.",Strong,Supports,NA,NA,No
69,Desmond et al,3,BTPD,BUOW,BUOW,USA,NE,Western Nebraska,No,"Shortgrass Prairie, Mixed-grass Prairie",Shortgrass Prairie,Mixed-grass Prairie,NA,NA,42.316848,-103.904049,69,18,SHORTGRASS PRAIRIE,1989,1996,8,Spring/Summer,Apr-July,Breeding Season,Breeding Season,NA,NA,NA,Not specified,Cattle,Not specified (presumably suppressed),48.9,Not specified,0.2,300,Nesting,Nest searching,Nest searching,NA,NA,NA,NA,NA,NA,NA,NA,NA,Badger predation rate,p(badger predation),Fisher's exact test,NA,NA,NA,NA,NA,NA,NA,NA,NA,Reported,398,BUOW nests,Not calculating,Not calculating,Yes,No,Not mentioned,Number of owls declined alongside decreasing numbers of active burrows due to PD control. Probability of badger predation decreased when active burrow density was higher. Nest success was largely influenced by a colony-level effect,Strong,Supports,NA,NA,No
69,Desmond et al,1,BTPD,BUOW,BUOW,USA,NE,Western Nebraska,No,"Shortgrass Prairie, Mixed-grass Prairie",Shortgrass Prairie,Mixed-grass Prairie,NA,NA,42.316848,-103.904049,69,18,SHORTGRASS PRAIRIE,1989,1996,8,Spring/Summer,Apr-July,Breeding Season,Breeding Season,NA,NA,NA,Not specified,Cattle,Not specified (presumably suppressed),48.9,Not specified,0.2,300,Nesting,Nest searching,Nest searching,Relative abundance,owls/colony,Pearson rank correlation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Reported,398,BUOW nests,Not calculating,Not calculating,Yes,No,Not mentioned,Number of owls declined alongside decreasing numbers of active burrows due to PD control. Probability of badger predation decreased when active burrow density was higher. Nest success was largely influenced by a colony-level effect,Strong,Supports,NA,NA,No
69,Desmond et al,2,BTPD,BUOW,BUOW,USA,NE,Western Nebraska,No,"Shortgrass Prairie, Mixed-grass Prairie",Shortgrass Prairie,Mixed-grass Prairie,NA,NA,42.316848,-103.904049,69,18,SHORTGRASS PRAIRIE,1989,1996,8,Spring/Summer,Apr-July,Breeding Season,Breeding Season,NA,NA,NA,Not specified,Cattle,Not specified (presumably suppressed),48.9,Not specified,0.2,300,Nesting,Nest searching,Nest searching,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nest success,Binary,Regression analysis,NA,NA,NA,NA,NA,NA,NA,NA,NA,Reported,398,BUOW nests,Not calculating,Not calculating,Yes,No,Not mentioned,Number of owls declined alongside decreasing numbers of active burrows due to PD control. Probability of badger predation decreased when active burrow density was higher. Nest success was largely influenced by a colony-level effect,Strong,Supports,NA,NA,No
70,"Desmond, MJ; Savidge, JA",1,BTPD,BUOW,BUOW,USA,NE,Western Nebraska,No,"Shortgrass Prairie, Mixed-grass Prairie",Shortgrass Prairie,Mixed-grass Prairie,NA,NA,42.316848,-103.904049,70,18,SHORTGRASS PRAIRIE,1991,1992,2,Spring/Summer,May-July,Breeding Season,Breeding Season,NA,NA,NA,Not specified,Cattle,Not specified (presumably suppressed),Not specified,Not specified,Not specified,Not specified,Nesting,Nest searching,Nest searching,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nest success,Binary,Student's t-test,NA,NA,NA,NA,NA,NA,NA,NA,NA,Reported,164,BUOW nests,Not calculating,Not calculating,Yes,No,Not mentioned,Successful owl nests had more active prairie dog burrows w/in 75 meters of the nest than unsuccessful nests. Nestlings made use of prairie dog burrows greater than or in proportion to their availability. ,Strong,Supports,NA,NA,No
70,"Desmond, MJ; Savidge, JA",2,BTPD,BUOW,BUOW,USA,NE,Western Nebraska,No,"Shortgrass Prairie, Mixed-grass Prairie",Shortgrass Prairie,Mixed-grass Prairie,NA,NA,42.316848,-103.904049,70,18,SHORTGRASS PRAIRIE,1991,1992,2,Spring/Summer,May-July,Breeding Season,Breeding Season,NA,NA,NA,Not specified,Cattle,Not specified (presumably suppressed),Not specified,Not specified,Not specified,Not specified,Nesting,Nest searching,Nest searching,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nestling habitat use,Number of PD burrows,Chi-square,NA,NA,NA,NA,NA,NA,NA,NA,NA,Reported,164,BUOW nests,Not calculating,Not calculating,Yes,No,Not mentioned,Successful owl nests had more active prairie dog burrows w/in 75 meters of the nest than unsuccessful nests. Nestlings made use of prairie dog burrows greater than or in proportion to their availability. ,Strong,Supports,NA,NA,No
71,"DESMOND, MJ; SAVIDGE, JA; SEIBERT, TF",1,BTPD,BUOW,BUOW,USA,NE,Western Nebraska,No,"Shortgrass Prairie, Mixed-grass Prairie",Shortgrass Prairie,Mixed-grass Prairie,NA,NA,42.316848,-103.904049,71,18,SHORTGRASS PRAIRIE,1989,1991,3,Spring/Summer,Apr-July,Breeding Season,Breeding Season,NA,NA,NA,Not specified,Cattle,Not specified (presumably suppressed),Not specified,Not specified,0.2,240,Nesting,Nest searching,Nest searching,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nest site selection,NA,T-square index,NA,NA,NA,NA,NA,NA,NA,NA,NA,Reported,18,PD colonies,Not calculating,Not calculating,Yes,No,Not mentioned,"BUOW nest in aggregations on prairie dog towns, showing a clumped pattern on towns > 35 ha and a random pattern on towns < 35 ha.",Moderate,Supports,NA,NA,No
72,"Griebel, RL",2,BTPD,BUOW,BUOW,USA,SD,Buffalo Gap NG,No,"Badlands, Shortgrass Prairie",Badlands,Shortgrass Prairie,NA,NA,43.437202,-103.049015,72,17,BADLANDS AND PRAIRIES,1999,2000,2,Spring/Summer,Apr-Aug,Breeding Season,Breeding Season,NA,NA,NA,"241,100",Cattle,Not specified (presumably suppressed),130,"4,000",0.5,700,Nesting,Nest searching,Nest searching,NA,NA,NA,NA,NA,NA,NA,NA,NA,Clutch size/brood size,eggs or chicks/nest,Stepwise multiple regression,NA,NA,NA,NA,NA,NA,NA,NA,NA,Reported,272,BUOW pairs,Not calculating,Not calculating,Yes,No,Not mentioned,"Occupied BTPD towns were significantly larger than unoccupied ones. However, BTPD metrics were not informative for demographic parameters.",Moderate,Supports,NA,NA,No
72,"Griebel, RL",1,BTPD,BUOW,BUOW,USA,SD,Buffalo Gap NG,No,"Badlands, Shortgrass Prairie",Badlands,Shortgrass Prairie,NA,NA,43.437202,-103.049015,72,17,BADLANDS AND PRAIRIES,1999,2000,2,Spring/Summer,Apr-Aug,Breeding Season,Breeding Season,NA,NA,NA,"241,100",Cattle,Not specified (presumably suppressed),130,"4,000",0.5,700,Nesting,Nest searching,Nest searching,Presence/absence,Binary,One-tailed t-test,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Reported,272,BUOW pairs,Not calculating,Not calculating,Yes,No,Not mentioned,"Occupied BTPD towns were significantly larger than unoccupied ones. However, BTPD metrics were not informative for demographic parameters.",Moderate,Supports,NA,NA,No
72,"Griebel, RL",3,BTPD,BUOW,BUOW,USA,SD,Buffalo Gap NG,No,"Badlands, Shortgrass Prairie",Badlands,Shortgrass Prairie,NA,NA,43.437202,-103.049015,72,17,BADLANDS AND PRAIRIES,1999,2000,2,Spring/Summer,Apr-Aug,Breeding Season,Breeding Season,NA,NA,NA,"241,100",Cattle,Not specified (presumably suppressed),130,"4,000",0.5,700,Nesting,Nest searching,Nest searching,NA,NA,NA,NA,NA,NA,NA,NA,NA,Productivity,Young fledged/nest,Stepwise multiple regression,NA,NA,NA,NA,NA,NA,NA,NA,NA,Reported,272,BUOW pairs,Not calculating,Not calculating,Yes,No,Not mentioned,"Occupied BTPD towns were significantly larger than unoccupied ones. However, BTPD metrics were not informative for demographic parameters.",Moderate,Supports,NA,NA,No
73,"Lantz, SJ; Conway, CJ",1,BTPD,BUOW,BUOW,USA,WY,Thunder Basin NG,No,"Shortgrass Prairie, Sagebrush Steppe, Mixed-grass Prairie",Shortgrass Prairie,Sagebrush Steppe,Mixed-grass Prairie,NA,43.936484,-104.814156,73,17,BADLANDS AND PRAIRIES,2003,2004,2,Spring/Summer,Apr-July,Breeding Season,Breeding Season,NA,NA,NA,"230,000",Cattle,Not specified (presumably suppressed),Not specified,"7,381",Not specified,Not specified,Nesting,Nest searching,Nest searching,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nest survival,p(surv)/day,Logistic exposure,NA,NA,NA,NA,NA,NA,NA,NA,NA,Reported,77,BUOW nests,Not calculating,Not calculating,Yes,No,Not mentioned,"Daily nest survival was positively correlated with burrow length, but other PD variables only had a positive effect in a small number of the models",Weak,Supports,NA,NA,No
74,"Lantz, SJ; Conway, CJ; Anderson, SH",1,BTPD,BUOW,BUOW,USA,WY,Thunder Basin NG,No,"Shortgrass Prairie, Sagebrush Steppe, Mixed-grass Prairie",Shortgrass Prairie,Sagebrush Steppe,Mixed-grass Prairie,NA,43.936484,-104.814156,74,17,BADLANDS AND PRAIRIES,2003,2004,2,Spring/Summer,Apr-July,Breeding Season,Breeding Season,NA,NA,NA,"230,000",Cattle,Not specified (presumably suppressed),Not specified,"7,381",Not specified,Not specified,Nesting,Nest searching,Nest searching,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nest site selection,NA,Binary logistic regression,NA,NA,NA,NA,NA,NA,NA,NA,NA,Reported,105,BUOW nests,Not calculating,Not calculating,Yes,No,Not mentioned,"The authors found that Burrowing Owls preferred nest burrows with more available burrows within 30 meters, less shrub cover within 30 meters, and greater prairie dog activity within 100 meters",Strong,Supports,NA,NA,No
75,"Murphy, RK; Hasselblad, KW; Grondahl, CD; Sidle, JG; Martin, RE; Freed, DW",1,BTPD,BUOW,BUOW,USA,ND,Little Missouri NG,Yes,"Shortgrass Prairie, Mixed-grass Prairie",Shortgrass Prairie,Mixed-grass Prairie,NA,NA,47.10155,-103.535749,75,17,BADLANDS AND PRAIRIES,1995,1998,4,Spring/Summer,Apr-Aug,Breeding Season,Breeding Season,NA,NA,NA,"862,000",Cattle,Not specified (presumably suppressed),10.9,Not specified,0.1,86,Occurrence,Point count,Resurveying previously known/historical locations,Presence/absence,Binary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not reported,89,PD colonies,Not calculating,Not calculating,Yes,No,Not mentioned,"Where BTPDs occur in North Dakota, BUOW are associated with their towns.",Weak,Supports,NA,NA,Yes
76,"Orth, PB; Kennedy, PL",1,BTPD,BUOW,BUOW,USA,CO,Northeastern Colorado,No,"Shortgrass Prairie, Agriculture",Shortgrass Prairie,Agriculture,NA,NA,40.855376,-103.380757,76,18,SHORTGRASS PRAIRIE,1991,1995,5,Spring/Summer,May-July,Breeding Season,Breeding Season,NA,NA,NA,"470,900",Cattle,Not specified (presumably suppressed),Not specified,Not specified,Not specified,Not specified,Occurrence,Spatial analysis,Surveys of previously assessed PD towns,Presence/absence,Binary,One-tailed t-test,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Reported,33,PD colonies,Not calculating,Not calculating,Yes,No,Not mentioned,"BUOW nested on PD towns, but occupied PD towns were not larger than unoccupied PD towns",Moderate,Equivocal,NA,NA,No
77,"Ray, JD; McIntyre, NE; Wallace, MC; Teaschner, AP; Schoenhals, MG",1,BTPD,BUOW,BUOW,USA,TX,Lubbock,No,"Shortgrass Prairie, Urban, Agriculture",Shortgrass Prairie,Urban,Agriculture,NA,33.665837,-101.779272,77,18,SHORTGRASS PRAIRIE,2002,2004,3,Summer,June-Aug,Breeding Season,Breeding Season,NA,NA,NA,Not specified,Cattle,Not specified (presumably suppressed),17.29,103.74,3.1,37.15,Occurrence,Nest searching,Nest searching + mark recapture,Relative abundance,Nesting pairs/town,Pearson rank correlation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Reported,98,BUOW pairs,Not calculating,Not calculating,Yes,No,Not mentioned,"There was a positive relationship between the number of BUOW pairs and PD colony size, as well as the number of pairs and burrow density. However, burrow density and vegetative indices did not predict breeding productivity. ",Moderate,Supports,NA,NA,No
